Source,Class,ox,Img,Confidence Score
stylegan2,car,1_fake,000000.png,0.48720240592956543
stylegan2,car,1_fake,000001.png,0.9985950589179993
stylegan2,car,1_fake,000002.png,0.27150601148605347
stylegan2,car,1_fake,000003.png,0.3550480604171753
stylegan2,car,1_fake,000004.png,0.9836834073066711
stylegan2,car,1_fake,000005.png,0.9995263814926147
stylegan2,car,1_fake,000006.png,0.9831061959266663
stylegan2,car,1_fake,000007.png,0.6161106824874878
stylegan2,car,1_fake,000008.png,0.8481490612030029
stylegan2,car,1_fake,000009.png,0.9965930581092834
stylegan2,car,1_fake,000010.png,0.9907664060592651
stylegan2,car,1_fake,000011.png,0.9990577101707458
stylegan2,car,1_fake,000012.png,0.17064030468463898
stylegan2,car,1_fake,000013.png,0.8611995577812195
stylegan2,car,1_fake,000014.png,0.9908552169799805
stylegan2,car,1_fake,000015.png,0.9973604083061218
stylegan2,car,1_fake,000016.png,0.524190366268158
stylegan2,car,1_fake,000017.png,0.9732215404510498
stylegan2,car,1_fake,000018.png,0.710911750793457
stylegan2,car,1_fake,000019.png,0.9993712306022644
stylegan2,car,1_fake,000020.png,0.22290417551994324
stylegan2,car,1_fake,000021.png,0.9983627200126648
stylegan2,car,1_fake,000022.png,0.984711229801178
stylegan2,car,1_fake,000023.png,0.9986502528190613
stylegan2,car,1_fake,000024.png,0.3150632381439209
stylegan2,car,1_fake,000025.png,0.9985496401786804
stylegan2,car,1_fake,000026.png,0.9753454923629761
stylegan2,car,1_fake,000027.png,0.8928611278533936
stylegan2,car,1_fake,000028.png,0.9850097298622131
stylegan2,car,1_fake,000029.png,0.9914759993553162
stylegan2,car,1_fake,000030.png,0.9986299276351929
stylegan2,car,1_fake,000031.png,0.4856483042240143
stylegan2,car,1_fake,000032.png,0.9873347282409668
stylegan2,car,1_fake,000033.png,0.9840893745422363
stylegan2,car,1_fake,000034.png,0.06920412927865982
stylegan2,car,1_fake,000035.png,0.9087699055671692
stylegan2,car,1_fake,000036.png,0.9788231253623962
stylegan2,car,1_fake,000037.png,0.4752633273601532
stylegan2,car,1_fake,000038.png,0.11565721035003662
stylegan2,car,1_fake,000039.png,0.9958685636520386
stylegan2,car,1_fake,000040.png,0.8824272155761719
stylegan2,car,1_fake,000041.png,0.9579423069953918
stylegan2,car,1_fake,000042.png,0.9902507066726685
stylegan2,car,1_fake,000043.png,0.8704192638397217
stylegan2,car,1_fake,000044.png,0.03543629124760628
stylegan2,car,1_fake,000045.png,0.8763306736946106
stylegan2,car,1_fake,000046.png,0.8401602506637573
stylegan2,car,1_fake,000047.png,0.9960581064224243
stylegan2,car,1_fake,000048.png,0.998246431350708
stylegan2,car,1_fake,000049.png,0.708314836025238
stylegan2,car,1_fake,000050.png,0.967889666557312
stylegan2,car,1_fake,000051.png,0.9993014335632324
stylegan2,car,1_fake,000052.png,0.20056724548339844
stylegan2,car,1_fake,000053.png,0.9626584053039551
stylegan2,car,1_fake,000054.png,0.3576861321926117
stylegan2,car,1_fake,000055.png,0.8142836093902588
stylegan2,car,1_fake,000056.png,0.9999170303344727
stylegan2,car,1_fake,000057.png,0.24563448131084442
stylegan2,car,1_fake,000058.png,0.9879313111305237
stylegan2,car,1_fake,000059.png,0.6488779783248901
stylegan2,car,1_fake,000060.png,0.9909862279891968
stylegan2,car,1_fake,000061.png,0.9255576133728027
stylegan2,car,1_fake,000062.png,0.9977495074272156
stylegan2,car,1_fake,000063.png,0.8356077671051025
stylegan2,car,1_fake,000064.png,0.8655179142951965
stylegan2,car,1_fake,000065.png,0.9327474236488342
stylegan2,car,1_fake,000066.png,0.9775329232215881
stylegan2,car,1_fake,000067.png,0.964518666267395
stylegan2,car,1_fake,000068.png,0.2708614468574524
stylegan2,car,1_fake,000069.png,0.8631200790405273
stylegan2,car,1_fake,000070.png,0.9991816878318787
stylegan2,car,1_fake,000071.png,0.9922549724578857
stylegan2,car,1_fake,000072.png,0.1976407766342163
stylegan2,car,1_fake,000073.png,0.9211029410362244
stylegan2,car,1_fake,000074.png,0.9928358197212219
stylegan2,car,1_fake,000075.png,0.8643588423728943
stylegan2,car,1_fake,000076.png,0.8570409417152405
stylegan2,car,1_fake,000077.png,0.8769125938415527
stylegan2,car,1_fake,000078.png,0.2613360583782196
stylegan2,car,1_fake,000079.png,0.05684127286076546
stylegan2,car,1_fake,000080.png,0.5813037157058716
stylegan2,car,1_fake,000081.png,0.698034405708313
stylegan2,car,1_fake,000082.png,0.9933459758758545
stylegan2,car,1_fake,000083.png,0.9459041357040405
stylegan2,car,1_fake,000084.png,0.7471230626106262
stylegan2,car,1_fake,000085.png,0.9978063702583313
stylegan2,car,1_fake,000086.png,0.7694105505943298
stylegan2,car,1_fake,000087.png,0.8859822154045105
stylegan2,car,1_fake,000088.png,0.9506114721298218
stylegan2,car,1_fake,000089.png,0.39049604535102844
stylegan2,car,1_fake,000090.png,0.9090150594711304
stylegan2,car,1_fake,000091.png,0.8508206009864807
stylegan2,car,1_fake,000092.png,0.999953031539917
stylegan2,car,1_fake,000093.png,0.9995023012161255
stylegan2,car,1_fake,000094.png,0.34192848205566406
stylegan2,car,1_fake,000095.png,0.18818944692611694
stylegan2,car,1_fake,000096.png,0.06517087668180466
stylegan2,car,1_fake,000097.png,0.058610718697309494
stylegan2,car,1_fake,000098.png,0.9953716397285461
stylegan2,car,1_fake,000099.png,0.9823974370956421
stylegan2,car,1_fake,000100.png,0.9470679759979248
stylegan2,car,1_fake,000101.png,0.409289687871933
stylegan2,car,1_fake,000102.png,0.8588153719902039
stylegan2,car,1_fake,000103.png,0.995559811592102
stylegan2,car,1_fake,000104.png,0.7825599908828735
stylegan2,car,1_fake,000105.png,0.009277028031647205
stylegan2,car,1_fake,000106.png,0.826889157295227
stylegan2,car,1_fake,000107.png,0.4732430577278137
stylegan2,car,1_fake,000108.png,0.8924550414085388
stylegan2,car,1_fake,000109.png,0.4506210386753082
stylegan2,car,1_fake,000110.png,0.9385042190551758
stylegan2,car,1_fake,000111.png,0.99454665184021
stylegan2,car,1_fake,000112.png,0.7986107468605042
stylegan2,car,1_fake,000113.png,0.9998934268951416
stylegan2,car,1_fake,000114.png,0.9971133470535278
stylegan2,car,1_fake,000115.png,0.9967899918556213
stylegan2,car,1_fake,000116.png,0.9305834770202637
stylegan2,car,1_fake,000117.png,0.06361408531665802
stylegan2,car,1_fake,000118.png,0.01043474581092596
stylegan2,car,1_fake,000119.png,0.4924260675907135
stylegan2,car,1_fake,000120.png,0.9976305961608887
stylegan2,car,1_fake,000121.png,0.735253095626831
stylegan2,car,1_fake,000122.png,0.8871613144874573
stylegan2,car,1_fake,000123.png,0.8020882606506348
stylegan2,car,1_fake,000124.png,0.9662101864814758
stylegan2,car,1_fake,000125.png,0.9951328635215759
stylegan2,car,1_fake,000126.png,0.9847790598869324
stylegan2,car,1_fake,000127.png,0.9041048884391785
stylegan2,car,1_fake,000128.png,0.9992141723632812
stylegan2,car,1_fake,000129.png,0.900790810585022
stylegan2,car,1_fake,000130.png,0.7579015493392944
stylegan2,car,1_fake,000131.png,0.6790473461151123
stylegan2,car,1_fake,000132.png,0.9487086534500122
stylegan2,car,1_fake,000133.png,0.9999549388885498
stylegan2,car,1_fake,000134.png,0.6331958770751953
stylegan2,car,1_fake,000135.png,0.6781435608863831
stylegan2,car,1_fake,000136.png,0.9937722086906433
stylegan2,car,1_fake,000137.png,0.9986518025398254
stylegan2,car,1_fake,000138.png,0.9885558485984802
stylegan2,car,1_fake,000139.png,0.9991686344146729
stylegan2,car,1_fake,000140.png,0.20831039547920227
stylegan2,car,1_fake,000141.png,0.29453733563423157
stylegan2,car,1_fake,000142.png,0.9518964886665344
stylegan2,car,1_fake,000143.png,0.9997381567955017
stylegan2,car,1_fake,000144.png,0.9316264986991882
stylegan2,car,1_fake,000145.png,0.740850567817688
stylegan2,car,1_fake,000146.png,0.17716367542743683
stylegan2,car,1_fake,000147.png,0.6352018713951111
stylegan2,car,1_fake,000148.png,0.9997612833976746
stylegan2,car,1_fake,000149.png,0.991310715675354
stylegan2,car,1_fake,000150.png,0.9621606469154358
stylegan2,car,1_fake,000151.png,0.11100801080465317
stylegan2,car,1_fake,000152.png,0.9392209649085999
stylegan2,car,1_fake,000153.png,0.994965136051178
stylegan2,car,1_fake,000154.png,0.6588742733001709
stylegan2,car,1_fake,000155.png,0.3995421230792999
stylegan2,car,1_fake,000156.png,0.34131988883018494
stylegan2,car,1_fake,000157.png,0.9928465485572815
stylegan2,car,1_fake,000158.png,0.9855349063873291
stylegan2,car,1_fake,000159.png,0.9035109877586365
stylegan2,car,1_fake,000160.png,0.9192568063735962
stylegan2,car,1_fake,000161.png,0.9524160027503967
stylegan2,car,1_fake,000162.png,0.9844649434089661
stylegan2,car,1_fake,000163.png,0.999298095703125
stylegan2,car,1_fake,000164.png,0.9939526915550232
stylegan2,car,1_fake,000165.png,0.3989596962928772
stylegan2,car,1_fake,000166.png,0.9982530474662781
stylegan2,car,1_fake,000167.png,0.6977965831756592
stylegan2,car,1_fake,000168.png,0.5900099277496338
stylegan2,car,1_fake,000169.png,0.7230351567268372
stylegan2,car,1_fake,000170.png,0.913322925567627
stylegan2,car,1_fake,000171.png,0.28863123059272766
stylegan2,car,1_fake,000172.png,0.93589848279953
stylegan2,car,1_fake,000173.png,0.9843137264251709
stylegan2,car,1_fake,000174.png,0.9477534294128418
stylegan2,car,1_fake,000175.png,0.9999864101409912
stylegan2,car,1_fake,000176.png,0.8071132302284241
stylegan2,car,1_fake,000177.png,0.8560168147087097
stylegan2,car,1_fake,000178.png,0.8129844665527344
stylegan2,car,1_fake,000179.png,0.9774133563041687
stylegan2,car,1_fake,000180.png,0.9839214086532593
stylegan2,car,1_fake,000181.png,0.4454520642757416
stylegan2,car,1_fake,000182.png,0.8315943479537964
stylegan2,car,1_fake,000183.png,0.9129819869995117
stylegan2,car,1_fake,000184.png,0.9520889520645142
stylegan2,car,1_fake,000185.png,0.8270092606544495
stylegan2,car,1_fake,000186.png,0.4315631091594696
stylegan2,car,1_fake,000187.png,0.09699040651321411
stylegan2,car,1_fake,000188.png,0.8417928218841553
stylegan2,car,1_fake,000189.png,0.3580595552921295
stylegan2,car,1_fake,000190.png,0.8066332936286926
stylegan2,car,1_fake,000191.png,0.45185166597366333
stylegan2,car,1_fake,000192.png,0.14171762764453888
stylegan2,car,1_fake,000193.png,0.8265044093132019
stylegan2,car,1_fake,000194.png,0.9894876480102539
stylegan2,car,1_fake,000195.png,0.9984392523765564
stylegan2,car,1_fake,000196.png,0.7094117999076843
stylegan2,car,1_fake,000197.png,0.4905702471733093
stylegan2,car,1_fake,000198.png,0.9758014678955078
stylegan2,car,1_fake,000199.png,0.1811036914587021
stylegan2,car,1_fake,000200.png,0.9971238970756531
stylegan2,car,1_fake,000201.png,0.9861466288566589
stylegan2,car,1_fake,000202.png,0.6315268874168396
stylegan2,car,1_fake,000203.png,0.9963597655296326
